,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Site_Electricity_Demand_(kW),Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
2020-10-24 05:00:00,0.0,1487.65625,0.0,2343.75,1341.0852713178297,4.3,4.6,2508.5594029639587,22.96,3684.8352713178297,1020.9031529639587,0.0
2020-10-24 05:30:00,0.0,1486.875,0.0,2343.75,1341.0852713178297,4.3,4.6,2574.6118204647546,25.205,3684.8352713178297,1087.7368204647546,0.0
2020-10-24 06:00:00,0.0,1487.65625,0.0,2343.75,1341.0852713178297,4.7,5.6,2661.3553567007393,27.45,3684.8352713178297,1173.6991067007393,0.0
2020-10-24 06:30:00,0.0,1487.4999999999998,0.0,2343.75,1302.325581395349,4.7,5.6,2718.494676900223,29.885,3646.075581395349,1230.9946769002233,0.0
2020-10-24 07:00:00,0.0,1487.34375,0.0,2343.75,1279.0697674418604,5.2,6.2,2804.283238425353,32.32,3622.8197674418607,1316.939488425353,0.0
2020-10-24 07:30:00,0.0,1487.1875,0.0,2343.75,1279.0697674418604,5.2,6.2,2890.0717999504827,35.29,3622.8197674418607,1402.8842999504827,0.0
2020-10-24 08:00:00,0.0,1484.53125,0.0,2343.75,1217.0542635658915,6.1,7.5,3001.963003572313,38.26,3560.8042635658912,1517.431753572313,0.0
2020-10-24 08:30:00,0.0,1485.0,0.0,2343.75,1170.5426356589146,6.1,7.5,3069.2887206875816,42.18,3514.2926356589146,1584.2887206875816,0.0
2020-10-24 09:00:00,0.0,1385.78125,0.0,2218.75,1170.5426356589146,7.6,7.2,3216.5139886110424,46.1,3389.2926356589146,1830.7327386110424,0.0
2020-10-24 09:30:00,0.0,1286.71875,0.0,2062.5,1093.0232558139535,7.6,7.2,3354.3486718777635,46.105,3155.5232558139533,2067.6299218777635,0.0
2020-10-24 10:00:00,0.0,1234.84375,0.0,1968.75,1085.2713178294575,8.0,9.6,3454.302691613907,46.11,3054.0213178294575,2219.458941613907,0.0
2020-10-24 10:30:00,0.0,1135.9375,0.0,1812.5000000000002,1031.0077519379843,8.0,9.6,3563.6472960067917,47.555,2843.5077519379847,2427.7097960067917,0.0
2020-10-24 11:00:00,0.0,1036.40625,0.0,1656.2499999999998,1062.015503875969,8.9,10.0,3653.2557563753408,49.0,2718.2655038759685,2616.8495063753408,0.0
2020-10-24 11:30:00,0.0,1003.1249999999999,0.0,1625.0000000000002,1062.015503875969,8.9,10.0,3648.0033954656387,50.815,2687.0155038759694,2644.8783954656387,0.0
2020-10-24 12:00:00,0.0,903.59375,0.0,1468.75,1015.5038759689922,9.9,9.4,3699.412867399993,52.63,2484.2538759689924,2795.819117399993,0.0
2020-10-24 12:30:00,0.0,804.375,0.0,1312.5,1015.5038759689922,9.9,9.4,3770.2401584550635,51.815,2328.0038759689924,2965.8651584550635,0.0
2020-10-24 13:00:00,0.0,705.625,0.0,1156.25,1015.5038759689922,10.5,9.5,3831.9951897570118,51.0,2171.7538759689924,3126.3701897570118,0.0
2020-10-24 13:30:00,0.0,605.9375,0.0,1000.0000000000001,1007.7519379844962,10.5,9.5,3873.6957521310087,50.5,2007.7519379844962,3267.7582521310087,0.0
2020-10-24 14:00:00,0.0,506.71874999999994,0.0,843.75,1000.0,10.4,10.6,3915.8738018604326,50.0,1843.75,3409.1550518604326,0.0
2020-10-24 14:30:00,0.0,407.65625,0.0,687.5,1000.0,10.4,10.6,3986.8602553673118,45.0,1687.5,3579.2040053673118,0.0
2020-10-24 15:00:00,0.0,308.74999999999994,0.0,531.25,1000.0,10.7,10.0,4048.456124217452,40.0,1531.25,3739.706124217452,0.0
2020-10-24 15:30:00,0.0,212.1875,0.0,375.0,1069.767441860465,10.7,10.0,4083.7901885190818,43.260000000000005,1444.767441860465,3871.6026885190818,0.0
2020-10-24 16:00:00,0.0,112.96875,0.0,218.74999999999997,1054.2635658914728,10.5,11.0,4125.968238248506,46.52,1273.0135658914728,4012.999488248506,0.0
2020-10-24 16:30:00,0.0,112.96875,0.0,187.5,1116.2790697674418,10.5,11.0,4087.7692498143106,54.760000000000005,1303.7790697674418,3974.8004998143106,0.0
2020-10-24 17:00:00,0.0,112.96875,0.0,187.5,1178.294573643411,11.0,10.6,4059.1200084886646,63.0,1365.794573643411,3946.1512584886646,0.0
